date_time_utc,age,inst_kw,cum_kwh
2016-12-15T15:00:00Z,NA,4684,251195.126
2016-12-15T15:15:00Z,NA,12560,251197.3
2016-12-15T15:30:00Z,NA,14652,251200.25
2016-12-15T15:45:00Z,NA,27216,251206.903
2016-12-15T16:00:00Z,NA,27580,251213.646
2016-12-15T16:15:00Z,NA,28240,251220.711
2016-12-15T16:30:00Z,NA,29252,251227.858
2016-12-15T16:45:00Z,NA,30464,251235.484
2016-12-15T17:00:00Z,NA,33544,251243.962
2016-12-15T17:15:00Z,NA,17900,251250.227
2016-12-15T17:30:00Z,NA,27136,251255.197
2016-12-15T17:45:00Z,NA,29920,251262.703
2016-12-15T18:00:00Z,NA,29280,251270.486
2016-12-15T18:15:00Z,NA,13840,251274.304
2016-12-15T18:30:00Z,NA,19496,251278.99
2016-12-15T18:45:00Z,NA,21724,251284.715
2016-12-15T19:00:00Z,NA,15516,251288.267
2016-12-15T19:15:00Z,NA,19208,251292.77
2016-12-15T19:30:00Z,NA,23944,251299.263
2016-12-15T19:45:00Z,NA,10940,251302.566
2016-12-15T20:00:00Z,NA,7388,251305.015
2016-12-15T20:15:00Z,NA,2308,251305.962
2016-12-15T20:30:00Z,NA,9420,251306.883
2016-12-15T20:45:00Z,NA,7116,251309.655
2016-12-15T21:00:00Z,NA,3940,251310.964
2016-12-15T21:15:00Z,NA,2300,251311.414
2016-12-15T21:30:00Z,NA,596,251311.928
2016-12-15T21:45:00Z,NA,36,251311.947
2016-12-15T22:00:00Z,NA,12,251311.95
2016-12-15T22:15:00Z,NA,12,251311.952
2016-12-15T22:30:00Z,NA,12,251311.954
2016-12-15T22:45:00Z,NA,12,251311.956
2016-12-15T23:00:00Z,NA,12,251311.958
2016-12-15T23:15:00Z,NA,12,251311.96
2016-12-15T23:30:00Z,NA,12,251311.962
2016-12-15T23:45:00Z,NA,12,251311.964
2016-12-16T00:00:00Z,NA,12,251311.967
2016-12-16T00:15:00Z,NA,12,251311.969
2016-12-16T00:30:00Z,NA,12,251311.971
2016-12-16T00:45:00Z,NA,12,251311.974
2016-12-16T01:00:00Z,NA,12,251311.975
2016-12-16T01:15:00Z,NA,12,251311.979
2016-12-16T01:30:00Z,NA,12,251311.981
2016-12-16T01:45:00Z,NA,12,251311.983
2016-12-16T02:00:00Z,NA,12,251311.985
2016-12-16T02:15:00Z,NA,12,251311.988
2016-12-16T02:30:00Z,NA,12,251311.99
2016-12-16T02:45:00Z,NA,12,251311.992
2016-12-16T03:00:00Z,NA,12,251311.994
2016-12-16T03:15:00Z,NA,12,251311.996
2016-12-16T03:30:00Z,NA,12,251311.998
2016-12-16T03:45:00Z,NA,12,251312.0
2016-12-16T04:00:00Z,NA,12,251312.002
2016-12-16T04:15:00Z,NA,12,251312.004
2016-12-16T04:30:00Z,NA,12,251312.006
2016-12-16T04:45:00Z,NA,12,251312.007
2016-12-16T05:00:00Z,NA,12,251312.009
2016-12-16T05:15:00Z,NA,12,251312.011
2016-12-16T05:30:00Z,NA,12,251312.013
2016-12-16T05:45:00Z,NA,12,251312.015
2016-12-16T06:00:00Z,NA,12,251312.016
2016-12-16T06:15:00Z,NA,12,251312.018
2016-12-16T06:30:00Z,NA,12,251312.02
2016-12-16T06:45:00Z,NA,12,251312.022
2016-12-16T07:00:00Z,NA,12,251312.024
2016-12-16T07:15:00Z,NA,12,251312.025
2016-12-16T07:30:00Z,NA,12,251312.027
2016-12-16T07:45:00Z,NA,12,251312.028
2016-12-16T08:00:00Z,NA,12,251312.031
2016-12-16T08:15:00Z,NA,12,251312.033
2016-12-16T08:30:00Z,NA,12,251312.035
2016-12-16T08:45:00Z,NA,12,251312.037
2016-12-16T09:00:00Z,NA,12,251312.039
2016-12-16T09:15:00Z,NA,12,251312.04
2016-12-16T09:30:00Z,NA,12,251312.042
2016-12-16T09:45:00Z,NA,12,251312.044
2016-12-16T10:00:00Z,NA,12,251312.046
2016-12-16T10:15:00Z,NA,12,251312.048
2016-12-16T10:30:00Z,NA,12,251312.05
2016-12-16T10:45:00Z,NA,20,251312.055
2016-12-16T11:00:00Z,NA,12,251312.059
2016-12-16T11:15:00Z,NA,12,251312.061
2016-12-16T11:30:00Z,NA,12,251312.064
2016-12-16T11:45:00Z,NA,12,251312.067
2016-12-16T12:00:00Z,NA,12,251312.069
2016-12-16T12:15:00Z,NA,28,251312.072
2016-12-16T12:30:00Z,NA,220,251312.088
2016-12-16T12:45:00Z,NA,824,251312.259
2016-12-16T13:00:00Z,NA,1404,251312.55
2016-12-16T13:15:00Z,NA,1960,251312.999
2016-12-16T13:30:00Z,NA,2900,251313.391
2016-12-16T13:45:00Z,NA,4480,251314.589
2016-12-16T14:00:00Z,NA,4908,251315.492
2016-12-16T14:15:00Z,NA,7612,251317.397
2016-12-16T14:30:00Z,NA,11008,251319.054
2016-12-16T14:45:00Z,NA,12400,251323.034
2016-12-16T15:00:00Z,NA,11988,251325.081
2016-12-16T15:15:00Z,NA,13516,251328.201
2016-12-16T15:30:00Z,NA,20816,251333.765
2016-12-16T15:45:00Z,NA,23032,251339.7
2016-12-16T16:00:00Z,NA,19444,251343.199
2016-12-16T16:15:00Z,NA,18896,251349.362
2016-12-16T16:30:00Z,NA,23840,251352.48
2016-12-16T16:45:00Z,NA,22140,251360.486
2016-12-16T17:00:00Z,NA,22508,251364.013
2016-12-16T17:15:00Z,NA,21456,251371.736
2016-12-16T17:30:00Z,NA,20272,251375.206
2016-12-16T17:45:00Z,NA,24328,251382.394
2016-12-16T18:00:00Z,NA,22852,251386.757
2016-12-16T18:15:00Z,NA,16088,251392.851
2016-12-16T18:30:00Z,NA,15632,251395.448
2016-12-16T18:45:00Z,NA,15268,251399.436
2016-12-16T19:00:00Z,NA,18772,251405.421
2016-12-16T19:15:00Z,NA,14416,251409.244
2016-12-16T19:30:00Z,NA,8508,251411.09
2016-12-16T19:45:00Z,NA,6272,251413.528
2016-12-16T20:00:00Z,NA,5212,251414.897
2016-12-16T20:15:00Z,NA,4476,251416.108
2016-12-16T20:30:00Z,NA,2844,251416.697
2016-12-16T20:45:00Z,NA,2480,251417.589
2016-12-16T21:00:00Z,NA,1468,251418.054
2016-12-16T21:15:00Z,NA,324,251418.198
2016-12-16T21:30:00Z,NA,76,251418.232
2016-12-16T21:45:00Z,NA,12,251418.236
2016-12-16T22:00:00Z,NA,12,251418.238
2016-12-16T22:15:00Z,NA,12,251418.241
2016-12-16T22:30:00Z,NA,12,251418.244
2016-12-16T22:45:00Z,NA,12,251418.247
2016-12-16T23:00:00Z,NA,12,251418.249
2016-12-16T23:15:00Z,NA,20,251418.254
2016-12-16T23:30:00Z,NA,16,251418.258
2016-12-16T23:45:00Z,NA,12,251418.261
2016-12-17T00:00:00Z,NA,12,251418.264
2016-12-17T00:15:00Z,NA,20,251418.269
2016-12-17T00:30:00Z,NA,12,251418.271
2016-12-17T00:45:00Z,NA,16,251418.276
2016-12-17T01:00:00Z,NA,16,251418.281
2016-12-17T01:15:00Z,NA,12,251418.283
2016-12-17T01:30:00Z,NA,12,251418.286
2016-12-17T01:45:00Z,NA,12,251418.288
2016-12-17T02:00:00Z,NA,12,251418.29
2016-12-17T02:15:00Z,NA,12,251418.293
2016-12-17T02:30:00Z,NA,12,251418.295
2016-12-17T02:45:00Z,NA,12,251418.297
2016-12-17T03:00:00Z,NA,12,251418.299
2016-12-17T03:15:00Z,NA,12,251418.301
2016-12-17T03:30:00Z,NA,12,251418.302
2016-12-17T03:45:00Z,NA,12,251418.304
2016-12-17T04:00:00Z,NA,12,251418.306
2016-12-17T04:15:00Z,NA,12,251418.308
2016-12-17T04:30:00Z,NA,12,251418.31
2016-12-17T04:45:00Z,NA,12,251418.311
2016-12-17T05:00:00Z,NA,12,251418.313
2016-12-17T05:15:00Z,NA,12,251418.315
2016-12-17T05:30:00Z,NA,12,251418.317
2016-12-17T05:45:00Z,NA,12,251418.319
2016-12-17T06:00:00Z,NA,12,251418.321
2016-12-17T06:15:00Z,NA,12,251418.322
2016-12-17T06:30:00Z,NA,12,251418.324
2016-12-17T06:45:00Z,NA,12,251418.326
2016-12-17T07:00:00Z,NA,12,251418.328
2016-12-17T07:15:00Z,NA,12,251418.33
2016-12-17T07:30:00Z,NA,12,251418.331
2016-12-17T07:45:00Z,NA,12,251418.333
2016-12-17T08:00:00Z,NA,12,251418.334
2016-12-17T08:15:00Z,NA,12,251418.337
2016-12-17T08:30:00Z,NA,12,251418.339
2016-12-17T08:45:00Z,NA,12,251418.34
2016-12-17T09:00:00Z,NA,12,251418.342
2016-12-17T09:15:00Z,NA,12,251418.344
2016-12-17T09:30:00Z,NA,12,251418.345
2016-12-17T09:45:00Z,NA,12,251418.348
2016-12-17T10:00:00Z,NA,12,251418.35
2016-12-17T10:15:00Z,NA,12,251418.351
2016-12-17T10:30:00Z,NA,12,251418.354
2016-12-17T10:45:00Z,NA,12,251418.357
2016-12-17T11:00:00Z,NA,12,251418.36
2016-12-17T11:15:00Z,NA,12,251418.363
2016-12-17T11:30:00Z,NA,12,251418.366
2016-12-17T11:45:00Z,NA,12,251418.37
2016-12-17T12:00:00Z,NA,16,251418.373
2016-12-17T12:15:00Z,NA,12,251418.377
2016-12-17T12:30:00Z,NA,12,251418.379
2016-12-17T12:45:00Z,NA,12,251418.381
2016-12-17T13:00:00Z,NA,12,251418.383
2016-12-17T13:15:00Z,NA,12,251418.384
2016-12-17T13:30:00Z,NA,12,251418.386
2016-12-17T13:45:00Z,NA,12,251418.389
2016-12-17T14:00:00Z,NA,12,251418.393
2016-12-17T14:15:00Z,NA,32,251418.399
2016-12-17T14:30:00Z,NA,52,251418.41
2016-12-17T14:45:00Z,NA,60,251418.426
2016-12-17T15:00:00Z,NA,72,251418.44
2016-12-17T15:15:00Z,NA,124,251418.468
2016-12-17T15:30:00Z,NA,168,251418.508
2016-12-17T15:45:00Z,NA,176,251418.548
2016-12-17T16:00:00Z,NA,224,251418.6
2016-12-17T16:15:00Z,NA,160,251418.65
2016-12-17T16:30:00Z,NA,212,251418.69
2016-12-17T16:45:00Z,NA,272,251418.757
2016-12-17T17:00:00Z,NA,312,251418.812
2016-12-17T17:15:00Z,NA,324,251418.909
2016-12-17T17:30:00Z,NA,228,251418.98
2016-12-17T17:45:00Z,NA,280,251419.045
2016-12-17T18:00:00Z,NA,468,251419.125
2016-12-17T18:15:00Z,NA,508,251419.275
2016-12-17T18:30:00Z,NA,380,251419.381
2016-12-17T18:45:00Z,NA,324,251419.453
2016-12-17T19:00:00Z,NA,744,251419.596
2016-12-17T19:15:00Z,NA,784,251419.825
2016-12-17T19:30:00Z,NA,272,251419.911
2016-12-17T19:45:00Z,NA,376,251419.965
2016-12-17T20:00:00Z,NA,288,251420.079
2016-12-17T20:15:00Z,NA,276,251420.151
2016-12-17T20:30:00Z,NA,184,251420.191
2016-12-17T20:45:00Z,NA,92,251420.235
2016-12-17T21:00:00Z,NA,76,251420.252
2016-12-17T21:15:00Z,NA,160,251420.287
2016-12-17T21:30:00Z,NA,44,251420.308
2016-12-17T21:45:00Z,NA,12,251420.311
2016-12-17T22:00:00Z,NA,12,251420.314
2016-12-17T22:15:00Z,NA,12,251420.318
2016-12-17T22:30:00Z,NA,16,251420.321
2016-12-17T22:45:00Z,NA,12,251420.323
2016-12-17T23:00:00Z,NA,12,251420.325
2016-12-17T23:15:00Z,NA,12,251420.327
2016-12-17T23:30:00Z,NA,12,251420.329
2016-12-17T23:45:00Z,NA,12,251420.331
2016-12-18T00:00:00Z,NA,12,251420.333
2016-12-18T00:15:00Z,NA,12,251420.335
2016-12-18T00:30:00Z,NA,12,251420.336
2016-12-18T00:45:00Z,NA,12,251420.339
2016-12-18T01:00:00Z,NA,12,251420.341
2016-12-18T01:15:00Z,NA,12,251420.343
2016-12-18T01:30:00Z,NA,12,251420.344
2016-12-18T01:45:00Z,NA,12,251420.347
2016-12-18T02:00:00Z,NA,12,251420.349
2016-12-18T02:15:00Z,NA,12,251420.351
2016-12-18T02:30:00Z,NA,12,251420.353
2016-12-18T02:45:00Z,NA,12,251420.355
2016-12-18T03:00:00Z,NA,12,251420.357
2016-12-18T03:15:00Z,NA,12,251420.359
2016-12-18T03:30:00Z,NA,12,251420.361
2016-12-18T03:45:00Z,NA,12,251420.362
2016-12-18T04:00:00Z,NA,12,251420.364
2016-12-18T04:15:00Z,NA,12,251420.366
2016-12-18T04:30:00Z,NA,12,251420.368
2016-12-18T04:45:00Z,NA,12,251420.37
2016-12-18T05:00:00Z,NA,12,251420.371
2016-12-18T05:15:00Z,NA,12,251420.373
2016-12-18T05:30:00Z,NA,12,251420.375
2016-12-18T05:45:00Z,NA,12,251420.376
2016-12-18T06:00:00Z,NA,12,251420.379
2016-12-18T06:15:00Z,NA,12,251420.381
2016-12-18T06:30:00Z,NA,12,251420.383
2016-12-18T06:45:00Z,NA,12,251420.384
2016-12-18T07:00:00Z,NA,12,251420.386
2016-12-18T07:15:00Z,NA,12,251420.388
2016-12-18T07:30:00Z,NA,12,251420.39
2016-12-18T07:45:00Z,NA,12,251420.392
2016-12-18T08:00:00Z,NA,12,251420.393
2016-12-18T08:15:00Z,NA,12,251420.395
2016-12-18T08:30:00Z,NA,12,251420.397
2016-12-18T08:45:00Z,NA,12,251420.399
2016-12-18T09:00:00Z,NA,12,251420.401
2016-12-18T09:15:00Z,NA,12,251420.403
2016-12-18T09:30:00Z,NA,12,251420.405
2016-12-18T09:45:00Z,NA,12,251420.407
2016-12-18T10:00:00Z,NA,12,251420.409
2016-12-18T10:15:00Z,NA,12,251420.411
2016-12-18T10:30:00Z,NA,12,251420.413
2016-12-18T10:45:00Z,NA,12,251420.415
2016-12-18T11:00:00Z,NA,12,251420.416
2016-12-18T11:15:00Z,NA,12,251420.418
2016-12-18T11:30:00Z,NA,12,251420.42
2016-12-18T11:45:00Z,NA,12,251420.422
2016-12-18T12:00:00Z,NA,12,251420.424
2016-12-18T12:15:00Z,NA,16,251420.427
2016-12-18T12:30:00Z,NA,16,251420.43
2016-12-18T12:45:00Z,NA,12,251420.434
2016-12-18T13:00:00Z,NA,12,251420.437
2016-12-18T13:15:00Z,NA,16,251420.44
2016-12-18T13:30:00Z,NA,68,251420.449
2016-12-18T13:45:00Z,NA,112,251420.48
2016-12-18T14:00:00Z,NA,120,251420.504
2016-12-18T14:15:00Z,NA,172,251420.544
2016-12-18T14:30:00Z,NA,468,251420.624
2016-12-18T14:45:00Z,NA,416,251420.75
2016-12-18T15:00:00Z,NA,432,251420.846
2016-12-18T15:15:00Z,NA,520,251420.99
2016-12-18T15:30:00Z,NA,460,251421.095
2016-12-18T15:45:00Z,NA,648,251421.248
2016-12-18T16:00:00Z,NA,528,251421.377
2016-12-18T16:15:00Z,NA,572,251421.526
2016-12-18T16:30:00Z,NA,584,251421.648
2016-12-18T16:45:00Z,NA,720,251421.842
2016-12-18T17:00:00Z,NA,824,251422.01
2016-12-18T17:15:00Z,NA,1868,251422.408
2016-12-18T17:30:00Z,NA,2408,251422.959
2016-12-18T17:45:00Z,NA,2456,251423.565
2016-12-18T18:00:00Z,NA,3792,251424.454
2016-12-18T18:15:00Z,NA,4160,251425.396
2016-12-18T18:30:00Z,NA,3612,251426.429
2016-12-18T18:45:00Z,NA,4224,251427.343
2016-12-18T19:00:00Z,NA,4252,251428.506
2016-12-18T19:15:00Z,NA,1128,251428.961
2016-12-18T19:30:00Z,NA,576,251429.199
2016-12-18T19:45:00Z,NA,372,251429.286
2016-12-18T20:00:00Z,NA,444,251429.395
2016-12-18T20:15:00Z,NA,304,251429.479
2016-12-18T20:30:00Z,NA,360,251429.565
2016-12-18T20:45:00Z,NA,740,251429.735
2016-12-18T21:00:00Z,NA,260,251429.832
2016-12-18T21:15:00Z,NA,64,251429.86
2016-12-18T21:30:00Z,NA,12,251429.863
2016-12-18T21:45:00Z,NA,12,251429.866
2016-12-18T22:00:00Z,NA,12,251429.869
2016-12-18T22:15:00Z,NA,12,251429.871
2016-12-18T22:30:00Z,NA,12,251429.874
2016-12-18T22:45:00Z,NA,12,251429.876
2016-12-18T23:00:00Z,NA,12,251429.879
2016-12-18T23:15:00Z,NA,12,251429.881
2016-12-18T23:30:00Z,NA,12,251429.883
2016-12-18T23:45:00Z,NA,12,251429.885
2016-12-19T00:00:00Z,NA,12,251429.887
2016-12-19T00:15:00Z,NA,12,251429.888
2016-12-19T00:30:00Z,NA,12,251429.891
2016-12-19T00:45:00Z,NA,12,251429.894
2016-12-19T01:00:00Z,NA,12,251429.896
2016-12-19T01:15:00Z,NA,12,251429.898
2016-12-19T01:30:00Z,NA,12,251429.9
2016-12-19T01:45:00Z,NA,12,251429.901
2016-12-19T02:00:00Z,NA,12,251429.904
2016-12-19T02:15:00Z,NA,12,251429.906
2016-12-19T02:30:00Z,NA,12,251429.907
2016-12-19T02:45:00Z,NA,12,251429.909
2016-12-19T03:00:00Z,NA,12,251429.911
2016-12-19T03:15:00Z,NA,12,251429.913
2016-12-19T03:30:00Z,NA,12,251429.915
2016-12-19T03:45:00Z,NA,12,251429.917
2016-12-19T04:00:00Z,NA,12,251429.919
2016-12-19T04:15:00Z,NA,12,251429.92
2016-12-19T04:30:00Z,NA,12,251429.923
2016-12-19T04:45:00Z,NA,12,251429.925
2016-12-19T05:00:00Z,NA,12,251429.926
2016-12-19T05:15:00Z,NA,12,251429.929
2016-12-19T05:30:00Z,NA,12,251429.932
2016-12-19T05:45:00Z,NA,12,251429.934
2016-12-19T06:00:00Z,NA,12,251429.936
2016-12-19T06:15:00Z,NA,12,251429.938
2016-12-19T06:30:00Z,NA,12,251429.94
2016-12-19T06:45:00Z,NA,12,251429.943
2016-12-19T07:00:00Z,NA,12,251429.947
2016-12-19T07:15:00Z,NA,12,251429.95
2016-12-19T07:30:00Z,NA,12,251429.954
2016-12-19T07:45:00Z,NA,12,251429.958
2016-12-19T08:00:00Z,NA,12,251429.96
2016-12-19T08:15:00Z,NA,12,251429.965
2016-12-19T08:30:00Z,NA,12,251429.968
2016-12-19T08:45:00Z,NA,12,251429.972
2016-12-19T09:00:00Z,NA,12,251429.975
2016-12-19T09:15:00Z,NA,12,251429.979
2016-12-19T09:30:00Z,NA,12,251429.983
2016-12-19T09:45:00Z,NA,12,251429.986
2016-12-19T10:00:00Z,NA,12,251429.99
2016-12-19T10:15:00Z,NA,12,251429.992
2016-12-19T10:30:00Z,NA,12,251429.997
2016-12-19T10:45:00Z,NA,12,251430.0
2016-12-19T11:00:00Z,NA,12,251430.004
2016-12-19T11:15:00Z,NA,12,251430.006
2016-12-19T11:30:00Z,NA,12,251430.011
2016-12-19T11:45:00Z,NA,12,251430.014
2016-12-19T12:00:00Z,NA,12,251430.018
2016-12-19T12:15:00Z,NA,12,251430.022
2016-12-19T12:30:00Z,NA,28,251430.026
2016-12-19T12:45:00Z,NA,200,251430.056
2016-12-19T13:00:00Z,NA,1104,251430.235
2016-12-19T13:15:00Z,NA,2140,251430.693
2016-12-19T13:30:00Z,NA,2884,251431.33
2016-12-19T13:45:00Z,NA,4220,251431.967
2016-12-19T14:00:00Z,NA,4140,251432.996
2016-12-19T14:15:00Z,NA,6264,251434.69
2016-12-19T14:30:00Z,NA,13696,251437.385
2016-12-19T14:45:00Z,NA,18516,251441.766
2016-12-19T15:00:00Z,NA,21112,251446.793
2016-12-19T15:15:00Z,NA,23372,251452.464
2016-12-19T15:30:00Z,NA,25180,251458.633
2016-12-19T15:45:00Z,NA,26748,251465.187
2016-12-19T16:00:00Z,NA,26996,251472.03
2016-12-19T16:15:00Z,NA,28256,251478.838
2016-12-19T16:30:00Z,NA,29160,251486.103
2016-12-19T16:45:00Z,NA,27836,251490.969
2016-12-19T17:00:00Z,NA,28736,251498.044
2016-12-19T17:15:00Z,NA,26704,251507.154
2016-12-19T17:30:00Z,NA,28108,251511.797
2016-12-19T17:45:00Z,NA,28440,251521.173
2016-12-19T18:00:00Z,NA,27088,251528.066
2016-12-19T18:15:00Z,NA,25928,251532.611
2016-12-19T18:30:00Z,NA,24460,251538.704
2016-12-19T18:45:00Z,NA,19012,251546.263
2016-12-19T19:00:00Z,NA,16000,251549.094
2016-12-19T19:15:00Z,NA,13492,251551.617
2016-12-19T19:30:00Z,NA,11660,251557.153
2016-12-19T19:45:00Z,NA,10244,251559.577
2016-12-19T20:00:00Z,NA,6824,251561.555
2016-12-19T20:15:00Z,NA,7484,251562.169
2016-12-19T20:30:00Z,NA,6296,251565.215
2016-12-19T20:45:00Z,NA,4372,251565.61
2016-12-19T21:00:00Z,NA,2548,251567.161
2016-12-19T21:15:00Z,NA,1132,251567.565
2016-12-19T21:30:00Z,NA,216,251567.652
2016-12-19T21:45:00Z,NA,12,251567.675
2016-12-19T22:00:00Z,NA,12,251567.678
2016-12-19T22:15:00Z,NA,12,251567.683
2016-12-19T22:30:00Z,NA,12,251567.685
2016-12-19T22:45:00Z,NA,12,251567.689
2016-12-19T23:00:00Z,NA,24,251567.694
2016-12-19T23:15:00Z,NA,20,251567.699
2016-12-19T23:30:00Z,NA,24,251567.704
2016-12-19T23:45:00Z,NA,20,251567.709
2016-12-20T00:00:00Z,NA,20,251567.713
2016-12-20T00:15:00Z,NA,24,251567.719
2016-12-20T00:30:00Z,NA,20,251567.723
2016-12-20T00:45:00Z,NA,12,251567.727
2016-12-20T01:00:00Z,NA,16,251567.731
2016-12-20T01:15:00Z,NA,12,251567.735
2016-12-20T01:30:00Z,NA,16,251567.739
2016-12-20T01:45:00Z,NA,12,251567.742
2016-12-20T02:00:00Z,NA,20,251567.746
2016-12-20T02:15:00Z,NA,16,251567.749
2016-12-20T02:30:00Z,NA,12,251567.753
2016-12-20T02:45:00Z,NA,16,251567.756
2016-12-20T03:00:00Z,NA,16,251567.761
2016-12-20T03:15:00Z,NA,12,251567.763
2016-12-20T03:30:00Z,NA,12,251567.766
2016-12-20T03:45:00Z,NA,12,251567.768
2016-12-20T04:00:00Z,NA,12,251567.77
2016-12-20T04:15:00Z,NA,12,251567.773
2016-12-20T04:30:00Z,NA,12,251567.775
2016-12-20T04:45:00Z,NA,12,251567.777
2016-12-20T05:00:00Z,NA,12,251567.779
2016-12-20T05:15:00Z,NA,12,251567.782
2016-12-20T05:30:00Z,NA,12,251567.783
2016-12-20T05:45:00Z,NA,12,251567.785
2016-12-20T06:00:00Z,NA,12,251567.788
2016-12-20T06:15:00Z,NA,12,251567.79
2016-12-20T06:30:00Z,NA,12,251567.792
2016-12-20T06:45:00Z,NA,12,251567.794
2016-12-20T07:00:00Z,NA,12,251567.796
2016-12-20T07:15:00Z,NA,12,251567.798
2016-12-20T07:30:00Z,NA,12,251567.8
2016-12-20T07:45:00Z,NA,12,251567.803
2016-12-20T08:00:00Z,NA,12,251567.804
2016-12-20T08:15:00Z,NA,12,251567.807
2016-12-20T08:30:00Z,NA,12,251567.809
2016-12-20T08:45:00Z,NA,12,251567.812
2016-12-20T09:00:00Z,NA,12,251567.814
2016-12-20T09:15:00Z,NA,12,251567.817
2016-12-20T09:30:00Z,NA,12,251567.819
2016-12-20T09:45:00Z,NA,12,251567.822
2016-12-20T10:00:00Z,NA,12,251567.824
2016-12-20T10:15:00Z,NA,12,251567.827
2016-12-20T10:30:00Z,NA,12,251567.83
2016-12-20T10:45:00Z,NA,12,251567.834
2016-12-20T11:00:00Z,NA,16,251567.838
2016-12-20T11:15:00Z,NA,12,251567.841
2016-12-20T11:30:00Z,NA,12,251567.845
2016-12-20T11:45:00Z,NA,12,251567.849
2016-12-20T12:00:00Z,NA,20,251567.851
2016-12-20T12:15:00Z,NA,16,251567.857
2016-12-20T12:30:00Z,NA,188,251567.882
2016-12-20T12:45:00Z,NA,664,251567.997
2016-12-20T13:00:00Z,NA,1372,251568.282
2016-12-20T13:15:00Z,NA,2040,251568.736
2016-12-20T13:30:00Z,NA,3120,251569.413
2016-12-20T13:45:00Z,NA,4560,251570.425
2016-12-20T14:00:00Z,NA,5800,251571.795
2016-12-20T14:15:00Z,NA,8100,251573.517
2016-12-20T14:30:00Z,NA,13504,251576.434
2016-12-20T14:45:00Z,NA,18292,251580.682
2016-12-20T15:00:00Z,NA,20704,251585.682
2016-12-20T15:15:00Z,NA,22776,251591.214
2016-12-20T15:30:00Z,NA,24628,251597.23
2016-12-20T15:45:00Z,NA,25984,251603.629
2016-12-20T16:00:00Z,NA,27068,251610.32
2016-12-20T16:15:00Z,NA,27668,251617.175
2016-12-20T16:30:00Z,NA,28208,251624.198
2016-12-20T16:45:00Z,NA,28404,251631.298
2016-12-20T17:00:00Z,NA,28456,251638.415
2016-12-20T17:15:00Z,NA,28328,251645.504
2016-12-20T17:30:00Z,NA,28036,251652.539
2016-12-20T17:45:00Z,NA,27548,251659.448
2016-12-20T18:00:00Z,NA,26896,251666.27
2016-12-20T18:15:00Z,NA,25852,251672.821
2016-12-20T18:30:00Z,NA,24580,251679.065
2016-12-20T18:45:00Z,NA,23204,251684.971
2016-12-20T19:00:00Z,NA,21956,251690.561
2016-12-20T19:15:00Z,NA,20620,251695.881
2016-12-20T19:30:00Z,NA,18220,251700.611
2016-12-20T19:45:00Z,NA,16072,251704.823
2016-12-20T20:00:00Z,NA,13456,251708.38
2016-12-20T20:15:00Z,NA,11012,251711.384
2016-12-20T20:30:00Z,NA,9212,251713.804
2016-12-20T20:45:00Z,NA,6980,251715.716
2016-12-20T21:00:00Z,NA,4732,251717.079
2016-12-20T21:15:00Z,NA,2884,251717.953
2016-12-20T21:30:00Z,NA,760,251718.307
2016-12-20T21:45:00Z,NA,52,251718.337
2016-12-20T22:00:00Z,NA,12,251718.34
2016-12-20T22:15:00Z,NA,12,251718.342
2016-12-20T22:30:00Z,NA,12,251718.344
2016-12-20T22:45:00Z,NA,12,251718.346
2016-12-20T23:00:00Z,NA,12,251718.348
2016-12-20T23:15:00Z,NA,12,251718.35
2016-12-20T23:30:00Z,NA,12,251718.352
2016-12-20T23:45:00Z,NA,12,251718.353
2016-12-21T00:00:00Z,NA,12,251718.355
2016-12-21T00:15:00Z,NA,12,251718.357
2016-12-21T00:30:00Z,NA,12,251718.359
2016-12-21T00:45:00Z,NA,12,251718.361
2016-12-21T01:00:00Z,NA,12,251718.363
2016-12-21T01:15:00Z,NA,12,251718.365
2016-12-21T01:30:00Z,NA,12,251718.367
2016-12-21T01:45:00Z,NA,12,251718.369
2016-12-21T02:00:00Z,NA,12,251718.371
2016-12-21T02:15:00Z,NA,12,251718.372
2016-12-21T02:30:00Z,NA,12,251718.374
2016-12-21T02:45:00Z,NA,12,251718.376
2016-12-21T03:00:00Z,NA,12,251718.378
2016-12-21T03:15:00Z,NA,12,251718.38
2016-12-21T03:30:00Z,NA,12,251718.382
2016-12-21T03:45:00Z,NA,12,251718.383
2016-12-21T04:00:00Z,NA,12,251718.385
2016-12-21T04:15:00Z,NA,12,251718.387
2016-12-21T04:30:00Z,NA,12,251718.389
2016-12-21T04:45:00Z,NA,12,251718.391
2016-12-21T05:00:00Z,NA,12,251718.392
2016-12-21T05:15:00Z,NA,12,251718.394
2016-12-21T05:30:00Z,NA,12,251718.396
2016-12-21T05:45:00Z,NA,12,251718.397
2016-12-21T06:00:00Z,NA,12,251718.4
2016-12-21T06:15:00Z,NA,12,251718.401
2016-12-21T06:30:00Z,NA,12,251718.403
2016-12-21T06:45:00Z,NA,12,251718.405
2016-12-21T07:00:00Z,NA,12,251718.407
2016-12-21T07:15:00Z,NA,12,251718.409
2016-12-21T07:30:00Z,NA,12,251718.41
2016-12-21T07:45:00Z,NA,12,251718.412
2016-12-21T08:00:00Z,NA,12,251718.414
2016-12-21T08:15:00Z,NA,12,251718.416
2016-12-21T08:30:00Z,NA,12,251718.418
2016-12-21T08:45:00Z,NA,12,251718.42
2016-12-21T09:00:00Z,NA,12,251718.422
