date_time_utc,age,inst_kw,total_kw,date_time_local
2017-01-07T19:35:00Z,30.803613901138306,4.04,565266.901,2017-01-07T19:35:00Z
2017-01-07T19:36:00Z,46.17487192153931,4.096,565267.236,2017-01-07T19:36:00Z
2017-01-07T19:37:00Z,5.318553924560547,4.06,565267.314,2017-01-07T19:37:00Z
2017-01-07T19:37:00Z,25.57282304763794,4.064,565267.395,2017-01-07T19:37:00Z
2017-01-07T19:37:00Z,45.97196388244629,4.068,565267.481,2017-01-07T19:37:00Z
2017-01-07T19:38:00Z,5.459141969680786,4.056,565267.558,2017-01-07T19:38:00Z
2017-01-07T19:38:00Z,24.68152093887329,4.12,565267.636,2017-01-07T19:38:00Z
2017-01-07T19:38:00Z,45.053149938583374,4.048,565267.722,2017-01-07T19:38:00Z
2017-01-07T19:38:00Z,63.58101010322571,4.176,565267.796,2017-01-07T19:38:00Z
2017-01-07T19:39:00Z,24.129766941070557,4.144,565267.883,2017-01-07T19:39:00Z
2017-01-07T19:39:00Z,44.09914803504944,4.104,565267.965,2017-01-07T19:39:00Z
2017-01-07T19:40:00Z,4.2820000648498535,4.072,565268.047,2017-01-07T19:40:00Z
2017-01-07T19:40:00Z,25.267581939697266,4.104,565268.133,2017-01-07T19:40:00Z
2017-01-07T19:40:00Z,46.932512044906616,4.096,565268.219,2017-01-07T19:40:00Z
2017-01-07T19:41:00Z,7.533435106277466,4.164,565268.304,2017-01-07T19:41:00Z
2017-01-07T19:41:00Z,26.58306908607483,4.048,565268.383,2017-01-07T19:41:00Z
2017-01-07T19:41:00Z,46.2388060092926,4.212,565268.465,2017-01-07T19:41:00Z
2017-01-07T19:42:00Z,6.177273988723755,4.092,565268.548,2017-01-07T19:42:00Z
2017-01-07T19:42:00Z,24.94319200515747,4.06,565268.626,2017-01-07T19:42:00Z
2017-01-07T19:42:00Z,45.12673807144165,4.16,565268.708,2017-01-07T19:42:00Z
2017-01-07T19:43:00Z,5.170480966567993,4.124,565268.786,2017-01-07T19:43:00Z
2017-01-07T19:43:00Z,25.553855895996094,4.144,565268.873,2017-01-07T19:43:00Z
2017-01-07T19:43:00Z,47.26384496688843,4.192,565268.965,2017-01-07T19:43:00Z
2017-01-07T19:44:00Z,7.903585910797119,4.12,565269.047,2017-01-07T19:44:00Z
2017-01-07T19:44:00Z,28.4097158908844,4.212,565269.135,2017-01-07T19:44:00Z
2017-01-07T19:44:00Z,47.453437089920044,4.156,565269.215,2017-01-07T19:44:00Z
2017-01-07T19:45:00Z,13.419374942779541,4.384,565269.327,2017-01-07T19:45:00Z
2017-01-07T19:45:00Z,32.21281909942627,4.224,565269.408,2017-01-07T19:45:00Z
2017-01-07T19:45:00Z,50.97829604148865,4.344,565269.49,2017-01-07T19:45:00Z
2017-01-07T19:46:00Z,10.934550046920776,4.268,565269.572,2017-01-07T19:46:00Z
2017-01-07T19:46:00Z,31.206955909729004,4.432,565269.663,2017-01-07T19:46:00Z
2017-01-07T19:46:00Z,51.886866092681885,4.316,565269.751,2017-01-07T19:46:00Z
2017-01-07T19:47:00Z,12.88581109046936,4.424,565269.843,2017-01-07T19:47:00Z
2017-01-07T19:47:00Z,32.3056480884552,4.356,565269.931,2017-01-07T19:47:00Z
2017-01-07T19:47:00Z,56.791642904281616,4.268,565270.04,2017-01-07T19:47:00Z
